year,info,title
2011,"{'actors': ['Brad Pitt', 'Robin Wright', 'Jonah Hill'], 'release_date': '2011-09-09T00:00:00Z', 'plot': ""Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players."", 'genres': ['Biography', 'Drama', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX400_.jpg', 'directors': ['Bennett Miller'], 'rating': Decimal('7.6'), 'rank': Decimal('193'), 'running_time_secs': Decimal('7980')}",Moneyball
2011,"{'actors': ['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline'], 'release_date': '2011-01-11T00:00:00Z', 'plot': ""A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more."", 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg2MDQ1NTEzNl5BMl5BanBnXkFtZTcwOTgxNTMyNA@@._V1_SX400_.jpg', 'directors': ['Ivan Reitman'], 'rating': Decimal('6.1'), 'rank': Decimal('243'), 'running_time_secs': Decimal('6480')}",No Strings Attached
2011,"{'actors': ['Johnny Depp', 'Penelope Cruz', 'Ian McShane'], 'release_date': '2011-05-07T00:00:00Z', 'plot': 'Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.', 'genres': ['Action', 'Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SX400_.jpg', 'directors': ['Rob Marshall'], 'rating': Decimal('6.6'), 'rank': Decimal('216'), 'running_time_secs': Decimal('8220')}",Pirates of the Caribbean: On Stranger Tides
2011,"{'actors': ['Rebecca Hall', 'Dominic West', 'Imelda Staunton'], 'release_date': '2011-09-16T00:00:00Z', 'plot': ""In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves."", 'genres': ['Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMzk0ODc1NDMxOV5BMl5BanBnXkFtZTcwNTAzMzgwOA@@._V1_SX400_.jpg', 'directors': ['Nick Murphy'], 'rating': Decimal('6.4'), 'rank': Decimal('169'), 'running_time_secs': Decimal('6420')}",The Awakening
2011,"{'actors': ['Emma Stone', 'Viola Davis', 'Octavia Spencer'], 'release_date': '2011-08-09T00:00:00Z', 'plot': ""An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African-American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."", 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SX400_.jpg', 'directors': ['Tate Taylor'], 'rating': Decimal('8'), 'rank': Decimal('241'), 'running_time_secs': Decimal('8760')}",The Help
2011,"{'actors': ['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman'], 'release_date': '2011-04-21T00:00:00Z', 'plot': 'The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.', 'genres': ['Action', 'Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1_SX400_.jpg', 'directors': ['Kenneth Branagh', 'Joss Whedon'], 'rating': Decimal('7'), 'rank': Decimal('135'), 'running_time_secs': Decimal('6900')}",Thor
2011,"{'actors': ['Tom Hardy', 'Nick Nolte', 'Joel Edgerton'], 'release_date': '2011-09-09T00:00:00Z', 'plot': ""The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision corner with his older brother."", 'genres': ['Drama', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX400_.jpg', 'directors': [""Gavin O'Connor""], 'rating': Decimal('8.2'), 'rank': Decimal('249'), 'running_time_secs': Decimal('8400')}",Warrior
2011,"{'actors': ['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence'], 'release_date': '2011-05-25T00:00:00Z', 'plot': 'In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start world war III.', 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg5OTMxNzk4Nl5BMl5BanBnXkFtZTcwOTk1MjAwNQ@@._V1_SX400_.jpg', 'directors': ['Matthew Vaughn'], 'rating': Decimal('7.8'), 'rank': Decimal('87'), 'running_time_secs': Decimal('7920')}",X-Men: First Class
2011,"{'actors': ['Sharni Vinson', 'Joe Swanberg', 'AJ Bowen'], 'release_date': '2011-09-10T00:00:00Z', 'plot': 'When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of victims harbors a secret talent for fighting back.', 'genres': ['Comedy', 'Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQwODAxMTE1NF5BMl5BanBnXkFtZTcwNTQ0MjY3OQ@@._V1_SX400_.jpg', 'directors': ['Adam Wingard'], 'rating': Decimal('6.9'), 'rank': Decimal('161'), 'running_time_secs': Decimal('5640')}",You're Next
1980,"{'actors': ['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd'], 'release_date': '1980-05-23T00:00:00Z', 'plot': 'A family heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future.', 'genres': ['Horror', 'Mystery'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BODMxMjE3NTA4Ml5BMl5BanBnXkFtZTgwNDc0NTIxMDE@._V1_SX400_.jpg', 'directors': ['Stanley Kubrick'], 'rating': Decimal('8.5'), 'rank': Decimal('187'), 'running_time_secs': Decimal('8760')}",The Shining
2012,"{'actors': ['Jonah Hill', 'Channing Tatum', 'Ice Cube'], 'release_date': '2012-03-12T00:00:00Z', 'plot': 'A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.', 'genres': ['Action', 'Comedy', 'Crime'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SX400_.jpg', 'directors': ['Phil Lord', 'Chris Miller'], 'rating': Decimal('7.1'), 'rank': Decimal('186'), 'running_time_secs': Decimal('6540')}",21 Jump Street
2012,"{'actors': ['Ben Affleck', 'Bryan Cranston', 'John Goodman'], 'release_date': '2012-08-31T00:00:00Z', 'plot': 'Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.', 'genres': ['Biography', 'Drama', 'History', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc3MjI0MjM0NF5BMl5BanBnXkFtZTcwMTYxMTQ1OA@@._V1_SX400_.jpg', 'directors': ['Ben Affleck'], 'rating': Decimal('7.9'), 'rank': Decimal('96'), 'running_time_secs': Decimal('7200')}",Argo
2012,"{'actors': ['Saoirse Ronan', 'Gemma Arterton', 'Sam Riley'], 'release_date': '2012-09-09T00:00:00Z', 'plot': 'Residents of a coastal town learn, with deathly consequences, the secret shared by the two mysterious women who have sought shelter at a local resort.', 'genres': ['Drama', 'Fantasy', 'Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk2Nzc0NDQwMV5BMl5BanBnXkFtZTcwNjI2MjY3OQ@@._V1_SX400_.jpg', 'directors': ['Neil Jordan'], 'rating': Decimal('6.5'), 'rank': Decimal('86'), 'running_time_secs': Decimal('7080')}",Byzantium
2012,"{'actors': ['Tom Hanks', 'Halle Berry', 'Hugh Grant'], 'release_date': '2012-09-08T00:00:00Z', 'plot': 'An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.', 'genres': ['Adventure', 'Drama', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SX400_.jpg', 'directors': ['Tom Tykwer', 'Andy Wachowski', 'Lana Wachowski'], 'rating': Decimal('7.6'), 'rank': Decimal('130'), 'running_time_secs': Decimal('10320')}",Cloud Atlas
2012,"{'actors': ['Jason Bateman', 'Jonah Bobo', 'Haley Ramm'], 'release_date': '2012-09-11T00:00:00Z', 'plot': ""A drama centered on a group of people searching for human connections in today's wired world."", 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA2MTEzMDkyOF5BMl5BanBnXkFtZTcwNzc4NTgxOQ@@._V1_SX400_.jpg', 'directors': ['Henry Alex Rubin'], 'rating': Decimal('7.5'), 'rank': Decimal('67'), 'running_time_secs': Decimal('6900')}",Disconnect
2012,"{'actors': ['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio'], 'release_date': '2012-12-25T00:00:00Z', 'plot': 'With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.', 'genres': ['Adventure', 'Drama', 'Western'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX400_.jpg', 'directors': ['Quentin Tarantino'], 'rating': Decimal('8.5'), 'rank': Decimal('97'), 'running_time_secs': Decimal('9900')}",Django Unchained
2012,"{'actors': ['Karl Urban', 'Olivia Thirlby', 'Lena Headey'], 'release_date': '2012-07-11T00:00:00Z', 'plot': 'In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.', 'genres': ['Action', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX400_.jpg', 'directors': ['Pete Travis'], 'rating': Decimal('7'), 'rank': Decimal('183'), 'running_time_secs': Decimal('5700')}",Dredd
2012,"{'actors': ['Denzel Washington', 'Nadine Velazquez', 'Don Cheadle'], 'release_date': '2012-10-14T00:00:00Z', 'plot': 'An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.', 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_SX400_.jpg', 'directors': ['Robert Zemeckis'], 'rating': Decimal('7.3'), 'rank': Decimal('176'), 'running_time_secs': Decimal('8280')}",Flight
2012,"{'actors': ['Anthony Hopkins', 'Helen Mirren', 'Scarlett Johansson'], 'release_date': '2012-11-01T00:00:00Z', 'plot': 'A love story between influential filmmaker Alfred Hitchcock and wife Alma Reville during the filming of [link=tt0054215] in 1959.', 'genres': ['Biography', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BODAwNDI5NjIwN15BMl5BanBnXkFtZTcwNjc4ODc2OA@@._V1_SX400_.jpg', 'directors': ['Sacha Gervasi'], 'rating': Decimal('6.9'), 'rank': Decimal('122'), 'running_time_secs': Decimal('5880')}",Hitchcock
2012,"{'actors': ['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp'], 'release_date': '2012-05-20T00:00:00Z', 'plot': ""A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."", 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_SX400_.jpg', 'directors': ['Thomas Vinterberg'], 'rating': Decimal('8.2'), 'rank': Decimal('255'), 'running_time_secs': Decimal('6900')}",Jagten
2012,"{'actors': ['Tom Hardy', 'Shia LaBeouf', 'Guy Pearce'], 'release_date': '2012-05-19T00:00:00Z', 'plot': 'Set in Depression-era Franklin County, Virginia, a bootlegging gang is threatened by a new deputy and other authorities who want a cut of their profits.', 'genres': ['Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAxNjUyNjUwN15BMl5BanBnXkFtZTcwMDgwOTIyOA@@._V1_SX400_.jpg', 'directors': ['John Hillcoat'], 'rating': Decimal('7.2'), 'rank': Decimal('214'), 'running_time_secs': Decimal('6960')}",Lawless
2012,"{'actors': ['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway'], 'release_date': '2012-12-05T00:00:00Z', 'plot': ""In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after he breaks parole, agrees to care for factory worker Fantine's daughter, Cosette. The fateful decision changes their lives forever."", 'genres': ['Drama', 'Musical', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ4NDI3NDg4M15BMl5BanBnXkFtZTcwMjY5OTI1OA@@._V1_SX400_.jpg', 'directors': ['Tom Hooper'], 'rating': Decimal('7.6'), 'rank': Decimal('106'), 'running_time_secs': Decimal('9480')}",Les Miserables
2012,"{'actors': ['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt'], 'release_date': '2012-09-06T00:00:00Z', 'plot': ""In 2074, when the mob wants to get rid of someone, the target is sent 30 years into the past, where a hired gun awaits. Someone like Joe, who one day learns the mob wants to 'close the loop' by transporting back Joe's future self."", 'genres': ['Action', 'Crime', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY3NTY0MjEwNV5BMl5BanBnXkFtZTcwNTE3NDA1OA@@._V1_SX400_.jpg', 'directors': ['Rian Johnson'], 'rating': Decimal('7.5'), 'rank': Decimal('139'), 'running_time_secs': Decimal('7140')}",Looper
2012,"{'actors': ['Channing Tatum', 'Alex Pettyfer', 'Olivia Munn'], 'release_date': '2012-06-24T00:00:00Z', 'plot': 'A male stripper teaches a younger performer how to party, pick up women, and make easy money.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_SX400_.jpg', 'directors': ['Steven Soderbergh'], 'rating': Decimal('6.1'), 'rank': Decimal('212'), 'running_time_secs': Decimal('6600')}",Magic Mike
2012,"{'actors': ['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland'], 'release_date': '2012-05-26T00:00:00Z', 'plot': 'Two young boys encounter a fugitive and form a pact to help him evade the bounty hunters on his trail and to reunite him with his true love.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX400_.jpg', 'directors': ['Jeff Nichols'], 'rating': Decimal('7.5'), 'rank': Decimal('95'), 'running_time_secs': Decimal('7800')}",Mud
2012,"{'actors': ['Anna Kendrick', 'Brittany Snow', 'Rebel Wilson'], 'release_date': '2012-09-28T00:00:00Z', 'plot': ""Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition."", 'genres': ['Comedy', 'Music', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX400_.jpg', 'directors': ['Jason Moore'], 'rating': Decimal('7.1'), 'rank': Decimal('46'), 'running_time_secs': Decimal('6720')}",Pitch Perfect
2012,"{'actors': ['Noomi Rapace', 'Logan Marshall-Green', 'Michael Fassbender'], 'release_date': '2012-05-30T00:00:00Z', 'plot': 'A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.', 'genres': ['Adventure', 'Mystery', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX400_.jpg', 'directors': ['Ridley Scott'], 'rating': Decimal('7.1'), 'rank': Decimal('149'), 'running_time_secs': Decimal('7440')}",Prometheus
2012,"{'actors': ['Julianne Hough', 'Diego Boneta', 'Tom Cruise'], 'release_date': '2012-06-13T00:00:00Z', 'plot': 'A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.', 'genres': ['Comedy', 'Drama', 'Musical', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX400_.jpg', 'directors': ['Adam Shankman'], 'rating': Decimal('5.8'), 'rank': Decimal('266'), 'running_time_secs': Decimal('7380')}",Rock of Ages
2012,"{'actors': ['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro'], 'release_date': '2012-09-08T00:00:00Z', 'plot': 'After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX400_.jpg', 'directors': ['David O. Russell'], 'rating': Decimal('7.9'), 'rank': Decimal('78'), 'running_time_secs': Decimal('7320')}",Silver Linings Playbook
2012,"{'actors': ['Daniel Craig', 'Javier Bardem', 'Naomie Harris'], 'release_date': '2012-10-23T00:00:00Z', 'plot': ""Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."", 'genres': ['Action', 'Adventure', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjM1MzMzOTA3MV5BMl5BanBnXkFtZTcwOTE3NzA1OA@@._V1_SX400_.jpg', 'directors': ['Sam Mendes'], 'rating': Decimal('7.8'), 'rank': Decimal('197'), 'running_time_secs': Decimal('8580')}",Skyfall
2012,"{'actors': ['Vanessa Hudgens', 'Selena Gomez', 'Ashley Benson'], 'release_date': '2012-09-05T00:00:00Z', 'plot': 'Four college girls who land in jail after robbing a restaurant in order to fund their spring break vacation find themselves bailed out by a drug and arms dealer who wants them to do some dirty work.', 'genres': ['Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNDE3MDQzMDA5OF5BMl5BanBnXkFtZTcwMTUxNTgxOQ@@._V1_SX400_.jpg', 'directors': ['Harmony Korine'], 'rating': Decimal('5.5'), 'rank': Decimal('76'), 'running_time_secs': Decimal('5640')}",Spring Breakers
2012,"{'actors': ['Lily Collins', 'Logan Lerman', 'Kristen Bell'], 'release_date': '2012-09-09T00:00:00Z', 'plot': 'An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU1NzI5MDU3OV5BMl5BanBnXkFtZTcwNTE0NDMzOQ@@._V1_SX400_.jpg', 'directors': ['Josh Boone'], 'rating': Decimal('7'), 'rank': Decimal('159'), 'running_time_secs': Decimal('5820')}",Stuck in Love
2012,"{'actors': ['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane'], 'release_date': '2012-06-29T00:00:00Z', 'plot': ""As the result of a childhood wish, John Bennett's teddy bear, Ted, came to life and has been by John's side ever since - a friendship that's tested when Lori, John's girlfriend of four years, wants more from their relationship."", 'genres': ['Comedy', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX400_.jpg', 'directors': ['Seth MacFarlane'], 'rating': Decimal('7.1'), 'rank': Decimal('221'), 'running_time_secs': Decimal('6360')}",Ted
2012,"{'actors': ['Andrew Garfield', 'Emma Stone', 'Rhys Ifans'], 'release_date': '2012-06-13T00:00:00Z', 'plot': ""Peter Parker finds a clue that might help him understand why his parents disappeared when he was young. His path puts him on a collision course with Dr. Curt Connors, his father's former partner."", 'genres': ['Action', 'Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SX400_.jpg', 'directors': ['Marc Webb'], 'rating': Decimal('7.1'), 'rank': Decimal('235'), 'running_time_secs': Decimal('8160')}",The Amazing Spider-Man
2012,"{'actors': ['Robert Downey Jr.', 'Chris Evans', 'Scarlett Johansson'], 'release_date': '2012-04-11T00:00:00Z', 'plot': 'Nick Fury of S.H.I.E.L.D. assembles a team of superhumans to save the planet from Loki and his army.', 'genres': ['Action', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_SX400_.jpg', 'directors': ['Joss Whedon'], 'rating': Decimal('8.2'), 'rank': Decimal('48'), 'running_time_secs': Decimal('8580')}",The Avengers
2012,"{'actors': ['Kristen Connolly', 'Chris Hemsworth', 'Anna Hutchison'], 'release_date': '2012-03-09T00:00:00Z', 'plot': 'Five friends go for a break at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.', 'genres': ['Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_SX400_.jpg', 'directors': ['Drew Goddard'], 'rating': Decimal('7.1'), 'rank': Decimal('188'), 'running_time_secs': Decimal('5700')}",The Cabin in the Woods
2012,"{'actors': ['Christian Bale', 'Tom Hardy', 'Anne Hathaway'], 'release_date': '2012-07-16T00:00:00Z', 'plot': 'Eight years on, a new evil rises from where the Batman and Commissioner Gordon tried to bury it, causing the Batman to resurface and fight to protect Gotham City... the very city which brands him an enemy.', 'genres': ['Action', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX400_.jpg', 'directors': ['Christopher Nolan'], 'rating': Decimal('8.6'), 'rank': Decimal('63'), 'running_time_secs': Decimal('9900')}",The Dark Knight Rises
2012,"{'actors': ['Martin Freeman', 'Ian McKellen', 'Richard Armitage'], 'release_date': '2012-11-28T00:00:00Z', 'plot': 'A younger and more reluctant Hobbit, Bilbo Baggins, sets out on an ""unexpected journey"" to the Lonely Mountain with a spirited group of Dwarves to reclaim their stolen mountain home from a dragon named Smaug.', 'genres': ['Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SX400_.jpg', 'directors': ['Peter Jackson'], 'rating': Decimal('8.1'), 'rank': Decimal('103'), 'running_time_secs': Decimal('10140')}",The Hobbit: An Unexpected Journey
2012,"{'actors': ['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth'], 'release_date': '2012-03-12T00:00:00Z', 'plot': ""Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games, a televised fight to the death in which two teenagers from each of the twelve Districts of Panem are chosen at random to compete."", 'genres': ['Adventure', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX400_.jpg', 'directors': ['Gary Ross'], 'rating': Decimal('7.2'), 'rank': Decimal('82'), 'running_time_secs': Decimal('8520')}",The Hunger Games
2012,"{'actors': ['Michael Shannon', 'Chris Evans', 'James Franco'], 'release_date': '2012-08-30T00:00:00Z', 'plot': 'The true story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters have any clue about his real profession.', 'genres': ['Biography', 'Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc3NjY3NzUyOF5BMl5BanBnXkFtZTcwMTA5NzAyOA@@._V1_SX400_.jpg', 'directors': ['Ariel Vromen'], 'rating': Decimal('6.9'), 'rank': Decimal('117'), 'running_time_secs': Decimal('6300')}",The Iceman
2012,"{'actors': ['Logan Lerman', 'Emma Watson', 'Ezra Miller'], 'release_date': '2012-09-08T00:00:00Z', 'plot': 'An introvert freshman is taken under the wings of two seniors who welcome him to the real world.', 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_SX400_.jpg', 'directors': ['Stephen Chbosky'], 'rating': Decimal('8'), 'rank': Decimal('127'), 'running_time_secs': Decimal('6120')}",The Perks of Being a Wallflower
2012,"{'actors': ['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes'], 'release_date': '2012-09-07T00:00:00Z', 'plot': 'A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.', 'genres': ['Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_SX400_.jpg', 'directors': ['Derek Cianfrance'], 'rating': Decimal('7.4'), 'rank': Decimal('64'), 'running_time_secs': Decimal('8400')}",The Place Beyond the Pines
2012,"{'actors': ['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner'], 'release_date': '2012-11-14T00:00:00Z', 'plot': 'After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.', 'genres': ['Adventure', 'Drama', 'Fantasy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX400_.jpg', 'directors': ['Bill Condon'], 'rating': Decimal('5.5'), 'rank': Decimal('170'), 'running_time_secs': Decimal('6900')}",The Twilight Saga: Breaking Dawn - Part 2
2012,"{'actors': ['John C. Reilly', 'Jack McBrayer', 'Jane Lynch'], 'release_date': '2012-11-01T00:00:00Z', 'plot': 'A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.', 'genres': ['Animation', 'Adventure', 'Comedy', 'Family'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX400_.jpg', 'directors': ['Rich Moore'], 'rating': Decimal('7.8'), 'rank': Decimal('73'), 'running_time_secs': Decimal('6480')}",Wreck-It Ralph
2012,"{'actors': ['Jessica Chastain', 'Joel Edgerton', 'Chris Pratt'], 'release_date': '2012-12-19T00:00:00Z', 'plot': 'A chronicle of the decade-long hunt for al-Qaeda terrorist leader [link=nm1136915] after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May 2011.', 'genres': ['Drama', 'History', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX400_.jpg', 'directors': ['Kathryn Bigelow'], 'rating': Decimal('7.4'), 'rank': Decimal('167'), 'running_time_secs': Decimal('9420')}",Zero Dark Thirty
